Model,Sample,Prop,Power
mixed,1000,0.05,0.2393
mixed,1000,0.15000000000000002,0.5257
mixed,1000,0.25000000000000006,0.6904
mixed,1000,0.35000000000000003,0.7951
mixed,1000,0.45000000000000007,0.8665
mixed,1000,0.5500000000000002,0.9051
mixed,1000,0.6500000000000001,0.9289
mixed,1000,0.7500000000000002,0.9461
mixed,1000,0.8500000000000002,0.9638
mixed,1000,0.9500000000000002,0.9684
